Level,Name,Branch,Division,Group,Qty,Total Amount
Group,ADD SYRUP,Stories Saida,COLD BAR SECTION,ADD SYRUP,41042,1440931.73
Group,REPLACE,Stories Saida,COLD BAR SECTION,REPLACE,14278,347719.84
Division,COLD BAR SECTION,Stories Saida,COLD BAR SECTION,REPLACE,109599,14916018.8
Group,SOFT DRINKS,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,36868,1729814.37
Division,GRAB&GO BEVERAGES,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,36868,1729814.37
Group,COFFEE PASTRY,Stories Saida,COFFEE PASTRY,COFFEE PASTRY,7290,1982055.47
Division,COFFEE PASTRY,Stories Saida,COFFEE PASTRY,COFFEE PASTRY,7290,1982055.47
Group,CROISSANT,Stories Saida,CROISSANT,CROISSANT,2117,435302.4
Division,CROISSANT,Stories Saida,CROISSANT,CROISSANT,2117,435302.4
Group,COOKIES,Stories Saida,COOKIES,COOKIES,1015,323604.2
Division,COOKIES,Stories Saida,COOKIES,COOKIES,1015,323604.2
Group,FRENCH PASTRY,Stories Saida,FRENCH PASTRY,FRENCH PASTRY,3235,909802.98
Division,FRENCH PASTRY,Stories Saida,FRENCH PASTRY,FRENCH PASTRY,3235,909802.98
Group,COMBO TOPPINGS,Stories Saida,FROZEN YOGHURT,COMBO TOPPINGS,125464,0
Group,TOPPINGS,Stories Saida,FROZEN YOGHURT,TOPPINGS,6615,439415.08
Group,LUXURY TOPPINGS,Stories Saida,FROZEN YOGHURT,LUXURY TOPPINGS,8233.5,835624.86
Group,FROZEN YOGHURT,Stories Saida,FROZEN YOGHURT,FROZEN YOGHURT,41294.3,12968800.6
Group,SPECIALTY YOGHURT,Stories Saida,FROZEN YOGHURT,SPECIALTY YOGHURT,25.5,5933.33
Division,FROZEN YOGHURT,Stories Saida,FROZEN YOGHURT,SPECIALTY YOGHURT,181632.3,14249773.87
Group,SALADS BAR,Stories Saida,SALADS BAR,SALADS BAR,198,158400
Division,SALADS BAR,Stories Saida,SALADS BAR,SALADS BAR,198,158400
Group,SUB SANDWICHES,Stories Saida,SANDWICHES,SUB SANDWICHES,8825,2191983.07
Division,SANDWICHES,Stories Saida,SANDWICHES,SUB SANDWICHES,8825,2191983.07
Group,CINNAMONS,Stories Saida,CINNAMON ROLLS,CINNAMONS,7027,2093235.14
Division,CINNAMON ROLLS,Stories Saida,CINNAMON ROLLS,CINNAMONS,7027,2093235.14
Group,PACKAGING,Stories Saida,CARTON,PACKAGING,2598,0
Division,CARTON,Stories Saida,CARTON,PACKAGING,2598,0
Group,NOT USED,Stories Saida,NOT USED,NOT USED,3815.5,766350.63
Division,NOT USED,Stories Saida,NOT USED,NOT USED,3815.5,766350.63
Group,ADD ONS,Stories Saida,SUBS,ADD ONS,1016,111076.07
Division,SUBS,Stories Saida,SUBS,ADD ONS,1016,111076.07
Group,POP UP BEVERAGE,Stories Saida,POP UP BEVERAGE,POP UP BEVERAGE,143,0
Division,POP UP BEVERAGE,Stories Saida,POP UP BEVERAGE,POP UP BEVERAGE,143,0
Group,OFFER,Stories Saida,OFFER,OFFER,143,57237.24
Division,OFFER,Stories Saida,OFFER,OFFER,143,57237.24
Group,PACKAGED FOOD,Stories Saida,GRAB&GO FOOD,PACKAGED FOOD,1265,165533.93
Group,SALADS,Stories Saida,GRAB&GO FOOD,SALADS,356,161692.31
Group,FRUITS,Stories Saida,GRAB&GO FOOD,FRUITS,157,36606.67
Group,PACKAGED DESSERT,Stories Saida,GRAB&GO FOOD,PACKAGED DESSERT,217,79864.86
Division,GRAB&GO FOOD,Stories Saida,GRAB&GO FOOD,PACKAGED DESSERT,1995,443697.78
Group,DONUTS,Stories Saida,DONUTS,DONUTS,1130,227112.43
Division,DONUTS,Stories Saida,DONUTS,DONUTS,1130,227112.43
Group,HEALTHY SECTION,Stories Saida,HEALTHY SECTION,HEALTHY SECTION,1,270.27
Division,HEALTHY SECTION,Stories Saida,HEALTHY SECTION,HEALTHY SECTION,1,270.27
Branch,Stories Saida,Stories Saida,HEALTHY SECTION,HEALTHY SECTION,418140.55,50650342.15
Group,BLACK COFFEE,Stories Ramlet El Bayda,HOT BAR SECTION,BLACK COFFEE,19276,3480422.65
Group,MIXED HOT BEVERAGE,Stories Ramlet El Bayda,HOT BAR SECTION,MIXED HOT BEVERAGE,34889.3,7545825.32
Group,TEA,Stories Ramlet El Bayda,HOT BAR SECTION,TEA,2517,408088.29
Group,BEANS,Stories Ramlet El Bayda,HOT BAR SECTION,BEANS,73,36884.08
Division,HOT BAR SECTION,Stories Ramlet El Bayda,HOT BAR SECTION,BEANS,56755.3,11471220.34
Group,MIXED COLD BEVERAGES,Stories Ramlet El Bayda,COLD BAR SECTION,MIXED COLD BEVERAGES,36850,8422109.37
Group,BLENDED BRINKS,Stories Ramlet El Bayda,COLD BAR SECTION,BLENDED BRINKS,17962,4380957.62
Group,ICE TEA,Stories Ramlet El Bayda,COLD BAR SECTION,ICE TEA,2138,409260.06
Group,ADD SYRUP,Stories Ramlet El Bayda,COLD BAR SECTION,ADD SYRUP,49270,1548706.65
Group,REPLACE,Stories Ramlet El Bayda,COLD BAR SECTION,REPLACE,22240.1,919507.94
Division,COLD BAR SECTION,Stories Ramlet El Bayda,COLD BAR SECTION,REPLACE,128460.1,15680541.64
Group,SOFT DRINKS,Stories Ramlet El Bayda,GRAB&GO BEVERAGES,SOFT DRINKS,48464,2682619.16
Division,GRAB&GO BEVERAGES,Stories Ramlet El Bayda,GRAB&GO BEVERAGES,SOFT DRINKS,48464,2682619.16
Group,COFFEE PASTRY,Stories Ramlet El Bayda,COFFEE PASTRY,COFFEE PASTRY,6788,1820111.72
Division,COFFEE PASTRY,Stories Ramlet El Bayda,COFFEE PASTRY,COFFEE PASTRY,6788,1820111.72
Group,CROISSANT,Stories Ramlet El Bayda,CROISSANT,CROISSANT,3448,700818.02
Division,CROISSANT,Stories Ramlet El Bayda,CROISSANT,CROISSANT,3448,700818.02
Group,COOKIES,Stories Ramlet El Bayda,COOKIES,COOKIES,1967,616786.79
Division,COOKIES,Stories Ramlet El Bayda,COOKIES,COOKIES,1967,616786.79
Group,FRENCH PASTRY,Stories Ramlet El Bayda,FRENCH PASTRY,FRENCH PASTRY,3658,1044378.08
Division,FRENCH PASTRY,Stories Ramlet El Bayda,FRENCH PASTRY,FRENCH PASTRY,3658,1044378.08
Group,COMBO TOPPINGS,Stories Ramlet El Bayda,FROZEN YOGHURT,COMBO TOPPINGS,71752,0
Group,TOPPINGS,Stories Ramlet El Bayda,FROZEN YOGHURT,TOPPINGS,4448,298977.18
Group,LUXURY TOPPINGS,Stories Ramlet El Bayda,FROZEN YOGHURT,LUXURY TOPPINGS,6370.5,642840.38
Group,FROZEN YOGHURT,Stories Ramlet El Bayda,FROZEN YOGHURT,FROZEN YOGHURT,24380.45,7697370.98
Group,SPECIALTY YOGHURT,Stories Ramlet El Bayda,FROZEN YOGHURT,SPECIALTY YOGHURT,30.5,9666.67
Division,FROZEN YOGHURT,Stories Ramlet El Bayda,FROZEN YOGHURT,SPECIALTY YOGHURT,106981.45,8648855.21
Group,SALADS BAR,Stories Ramlet El Bayda,SALADS BAR,SALADS BAR,2202,1665117.12
Division,SALADS BAR,Stories Ramlet El Bayda,SALADS BAR,SALADS BAR,2202,1665117.12
Group,PLAT DU JOUR,Stories Ramlet El Bayda,PLAT DE JOUR,PLAT DU JOUR,296,186666.67
Division,PLAT DE JOUR,Stories Ramlet El Bayda,PLAT DE JOUR,PLAT DU JOUR,296,186666.67
Group,SUB SANDWICHES,Stories Ramlet El Bayda,SANDWICHES,SUB SANDWICHES,11153,3077796.1
Division,SANDWICHES,Stories Ramlet El Bayda,SANDWICHES,SUB SANDWICHES,11153,3077796.1
Group,CINNAMONS,Stories Ramlet El Bayda,CINNAMON ROLLS,CINNAMONS,5485,1445503.91
Division,CINNAMON ROLLS,Stories Ramlet El Bayda,CINNAMON ROLLS,CINNAMONS,5485,1445503.91
Group,PACKAGING,Stories Ramlet El Bayda,CARTON,PACKAGING,2553,0
Division,CARTON,Stories Ramlet El Bayda,CARTON,PACKAGING,2553,0
Group,NOT USED,Stories Ramlet El Bayda,NOT USED,NOT USED,2628.5,543988.29
Division,NOT USED,Stories Ramlet El Bayda,NOT USED,NOT USED,2628.5,543988.29
Group,ADD ONS,Stories Ramlet El Bayda,SUBS,ADD ONS,2211.5,249608.71
Division,SUBS,Stories Ramlet El Bayda,SUBS,ADD ONS,2211.5,249608.71
Group,POP UP BEVERAGE,Stories Ramlet El Bayda,POP UP BEVERAGE,POP UP BEVERAGE,0,0
Division,POP UP BEVERAGE,Stories Ramlet El Bayda,POP UP BEVERAGE,POP UP BEVERAGE,0,0
Group,OFFER,Stories Ramlet El Bayda,OFFER,OFFER,0,0
Division,OFFER,Stories Ramlet El Bayda,OFFER,OFFER,0,0
Group,PACKAGED FOOD,Stories Ramlet El Bayda,GRAB&GO FOOD,PACKAGED FOOD,2109,289085.89
Group,SALADS,Stories Ramlet El Bayda,GRAB&GO FOOD,SALADS,1,462.46
Group,FRUITS,Stories Ramlet El Bayda,GRAB&GO FOOD,FRUITS,673,188962.46
Group,PACKAGED DESSERT,Stories Ramlet El Bayda,GRAB&GO FOOD,PACKAGED DESSERT,385,140399.4
Division,GRAB&GO FOOD,Stories Ramlet El Bayda,GRAB&GO FOOD,PACKAGED DESSERT,3168,618910.21
Group,DONUTS,Stories Ramlet El Bayda,DONUTS,DONUTS,459,91800
Division,DONUTS,Stories Ramlet El Bayda,DONUTS,DONUTS,459,91800
Branch,Stories Ramlet El Bayda,Stories Ramlet El Bayda,DONUTS,DONUTS,386677.85,50544721.98
Group,BLACK COFFEE,Stories jbeil,HOT BAR SECTION,BLACK COFFEE,9885,2002473.33
Group,MIXED HOT BEVERAGE,Stories jbeil,HOT BAR SECTION,MIXED HOT BEVERAGE,16019,3860000
Group,TEA,Stories jbeil,HOT BAR SECTION,TEA,2134,375320
Group,BEANS,Stories jbeil,HOT BAR SECTION,BEANS,33,17866.67
Division,HOT BAR SECTION,Stories jbeil,HOT BAR SECTION,BEANS,28071,6255660
Group,MIXED COLD BEVERAGES,Stories jbeil,COLD BAR SECTION,MIXED COLD BEVERAGES,15699,3989060
Group,BLENDED BRINKS,Stories jbeil,COLD BAR SECTION,BLENDED BRINKS,5870,1604646.67
Group,ICE TEA,Stories jbeil,COLD BAR SECTION,ICE TEA,220,46533.33
Group,ADD SYRUP,Stories jbeil,COLD BAR SECTION,ADD SYRUP,13479.5,386213.33
Group,REPLACE,Stories jbeil,COLD BAR SECTION,REPLACE,8140.5,294166.67
Division,COLD BAR SECTION,Stories jbeil,COLD BAR SECTION,REPLACE,43409,6320620
Group,SOFT DRINKS,Stories jbeil,GRAB&GO BEVERAGES,SOFT DRINKS,25963,1622880
Division,GRAB&GO BEVERAGES,Stories jbeil,GRAB&GO BEVERAGES,SOFT DRINKS,25963,1622880
Group,COFFEE PASTRY,Stories jbeil,COFFEE PASTRY,COFFEE PASTRY,3368,1006186.67
Division,COFFEE PASTRY,Stories jbeil,COFFEE PASTRY,COFFEE PASTRY,3368,1006186.67
Group,CROISSANT,Stories jbeil,CROISSANT,CROISSANT,3061,696793.33
Division,CROISSANT,Stories jbeil,CROISSANT,CROISSANT,3061,696793.33
Group,PIZZA,Stories jbeil,PIZZA,PIZZA,294,134406.91
Division,PIZZA,Stories jbeil,PIZZA,PIZZA,294,134406.91
Group,COOKIES,Stories jbeil,COOKIES,COOKIES,445,148333.33
Division,COOKIES,Stories jbeil,COOKIES,COOKIES,445,148333.33
Group,FRENCH PASTRY,Stories jbeil,FRENCH PASTRY,FRENCH PASTRY,2101,690471.17
Division,FRENCH PASTRY,Stories jbeil,FRENCH PASTRY,FRENCH PASTRY,2101,690471.17
Group,COMBO TOPPINGS,Stories jbeil,FROZEN YOGHURT,COMBO TOPPINGS,47644,0
Group,TOPPINGS,Stories jbeil,FROZEN YOGHURT,TOPPINGS,1414,105440
Group,LUXURY TOPPINGS,Stories jbeil,FROZEN YOGHURT,LUXURY TOPPINGS,1789,202353.33
Group,FROZEN YOGHURT,Stories jbeil,FROZEN YOGHURT,FROZEN YOGHURT,15007.85,5553154.25
Division,FROZEN YOGHURT,Stories jbeil,FROZEN YOGHURT,FROZEN YOGHURT,65854.85,5860947.58
Group,SUB SANDWICHES,Stories jbeil,SANDWICHES,SUB SANDWICHES,6561,1957945.29
Division,SANDWICHES,Stories jbeil,SANDWICHES,SUB SANDWICHES,6561,1957945.29
Group,CINNAMONS,Stories jbeil,CINNAMON ROLLS,CINNAMONS,2400,832733.33
Division,CINNAMON ROLLS,Stories jbeil,CINNAMON ROLLS,CINNAMONS,2400,832733.33
Group,WRAP,Stories jbeil,WRAP,WRAP,156,80933.33
Division,WRAP,Stories jbeil,WRAP,WRAP,156,80933.33
Group,NOT USED,Stories jbeil,NOT USED,NOT USED,97,33473.96
Division,NOT USED,Stories jbeil,NOT USED,NOT USED,97,33473.96
Group,ADD ONS,Stories jbeil,SUBS,ADD ONS,518,63004.68
Division,SUBS,Stories jbeil,SUBS,ADD ONS,518,63004.68
Group,POP UP BEVERAGE,Stories jbeil,POP UP BEVERAGE,POP UP BEVERAGE,3,0
Division,POP UP BEVERAGE,Stories jbeil,POP UP BEVERAGE,POP UP BEVERAGE,3,0
Group,OFFER,Stories jbeil,OFFER,OFFER,3,1300
Division,OFFER,Stories jbeil,OFFER,OFFER,3,1300
Group,PACKAGED FOOD,Stories jbeil,GRAB&GO FOOD,PACKAGED FOOD,1006,149756.76
Group,SALADS,Stories jbeil,GRAB&GO FOOD,SALADS,739,366106.67
Group,FRUITS,Stories jbeil,GRAB&GO FOOD,FRUITS,291,91646.67
Group,PACKAGED DESSERT,Stories jbeil,GRAB&GO FOOD,PACKAGED DESSERT,482,196316.88
Division,GRAB&GO FOOD,Stories jbeil,GRAB&GO FOOD,PACKAGED DESSERT,2518,803826.97
Group,DONUTS,Stories jbeil,DONUTS,DONUTS,1,200
Division,DONUTS,Stories jbeil,DONUTS,DONUTS,1,200
Group,HEALTHY SECTION,Stories jbeil,HEALTHY SECTION,HEALTHY SECTION,1472,652457.66
Division,HEALTHY SECTION,Stories jbeil,HEALTHY SECTION,HEALTHY SECTION,1472,652457.66
Branch,Stories jbeil,Stories jbeil,HEALTHY SECTION,HEALTHY SECTION,186295.85,27162174.22
Group,BLACK COFFEE,Stories Airport,HOT BAR SECTION,BLACK COFFEE,8174,1435147.15
Group,MIXED HOT BEVERAGE,Stories Airport,HOT BAR SECTION,MIXED HOT BEVERAGE,22316,5183645.65
Group,TEA,Stories Airport,HOT BAR SECTION,TEA,1123,174408.41
Group,BEANS,Stories Airport,HOT BAR SECTION,BEANS,18,8888.89
Division,HOT BAR SECTION,Stories Airport,HOT BAR SECTION,BEANS,31631,6802090.1
Group,MIXED COLD BEVERAGES,Stories Airport,COLD BAR SECTION,MIXED COLD BEVERAGES,26594,6302348.36
Group,BLENDED BRINKS,Stories Airport,COLD BAR SECTION,BLENDED BRINKS,30563,7641339.39
Group,ICE TEA,Stories Airport,COLD BAR SECTION,ICE TEA,2773,579639.64
Group,ADD SYRUP,Stories Airport,COLD BAR SECTION,ADD SYRUP,20998.5,630288.33
Group,REPLACE,Stories Airport,COLD BAR SECTION,REPLACE,5848,165255.26
Division,COLD BAR SECTION,Stories Airport,COLD BAR SECTION,REPLACE,86776.5,15318870.97
Group,SOFT DRINKS,Stories Airport,GRAB&GO BEVERAGES,SOFT DRINKS,24592,1328972.93
Division,GRAB&GO BEVERAGES,Stories Airport,GRAB&GO BEVERAGES,SOFT DRINKS,24592,1328972.93
Group,COFFEE PASTRY,Stories Airport,COFFEE PASTRY,COFFEE PASTRY,7507,2119135.15
Division,COFFEE PASTRY,Stories Airport,COFFEE PASTRY,COFFEE PASTRY,7507,2119135.15
Group,CROISSANT,Stories Airport,CROISSANT,CROISSANT,2156,443753.76
Division,CROISSANT,Stories Airport,CROISSANT,CROISSANT,2156,443753.76
Group,COOKIES,Stories Airport,COOKIES,COOKIES,1216,365165.16
Division,COOKIES,Stories Airport,COOKIES,COOKIES,1216,365165.16
Group,FRENCH PASTRY,Stories Airport,FRENCH PASTRY,FRENCH PASTRY,2918,885195.2
Division,FRENCH PASTRY,Stories Airport,FRENCH PASTRY,FRENCH PASTRY,2918,885195.2
Group,COMBO TOPPINGS,Stories Airport,FROZEN YOGHURT,COMBO TOPPINGS,58499,0
Group,TOPPINGS,Stories Airport,FROZEN YOGHURT,TOPPINGS,1916,127531.53
Group,LUXURY TOPPINGS,Stories Airport,FROZEN YOGHURT,LUXURY TOPPINGS,2109,215333.33
Group,FROZEN YOGHURT,Stories Airport,FROZEN YOGHURT,FROZEN YOGHURT,17061.5,5955815.62
Division,FROZEN YOGHURT,Stories Airport,FROZEN YOGHURT,FROZEN YOGHURT,79585.5,6298680.49
Group,SUB SANDWICHES,Stories Airport,SANDWICHES,SUB SANDWICHES,3945,844426.43
Division,SANDWICHES,Stories Airport,SANDWICHES,SUB SANDWICHES,3945,844426.43
Group,CINNAMONS,Stories Airport,CINNAMON ROLLS,CINNAMONS,5145,1542702.71
Division,CINNAMON ROLLS,Stories Airport,CINNAMON ROLLS,CINNAMONS,5145,1542702.71
Group,NOT USED,Stories Airport,NOT USED,NOT USED,255,17495.5
Division,NOT USED,Stories Airport,NOT USED,NOT USED,255,17495.5
Group,ADD ONS,Stories Airport,SUBS,ADD ONS,360,41471.47
Division,SUBS,Stories Airport,SUBS,ADD ONS,360,41471.47
Group,POP UP BEVERAGE,Stories Airport,POP UP BEVERAGE,POP UP BEVERAGE,17,0
Division,POP UP BEVERAGE,Stories Airport,POP UP BEVERAGE,POP UP BEVERAGE,17,0
Group,OFFER,Stories Airport,OFFER,OFFER,17,6816.82
Division,OFFER,Stories Airport,OFFER,OFFER,17,6816.82
Group,PACKAGED FOOD,Stories Airport,GRAB&GO FOOD,PACKAGED FOOD,982,143531.53
Group,SALADS,Stories Airport,GRAB&GO FOOD,SALADS,483,217099.1
Group,PACKAGED DESSERT,Stories Airport,GRAB&GO FOOD,PACKAGED DESSERT,304,112012.01
Division,GRAB&GO FOOD,Stories Airport,GRAB&GO FOOD,PACKAGED DESSERT,1769,472642.64
Branch,Stories Airport,Stories Airport,GRAB&GO FOOD,PACKAGED DESSERT,247890,36487419.34
Group,BLACK COFFEE,Stories alay,HOT BAR SECTION,BLACK COFFEE,10374.5,1900240.24
Group,MIXED HOT BEVERAGE,Stories alay,HOT BAR SECTION,MIXED HOT BEVERAGE,18530.4,4143824.63
Group,TEA,Stories alay,HOT BAR SECTION,TEA,1830,243195.19
Group,BEANS,Stories alay,HOT BAR SECTION,BEANS,13,6966.97
Division,HOT BAR SECTION,Stories alay,HOT BAR SECTION,BEANS,30747.9,6294227.03
Group,MIXED COLD BEVERAGES,Stories alay,COLD BAR SECTION,MIXED COLD BEVERAGES,17227,3951075.08
Group,BLENDED BRINKS,Stories alay,COLD BAR SECTION,BLENDED BRINKS,16775,4072720.74
Group,ICE TEA,Stories alay,COLD BAR SECTION,ICE TEA,899,170000
Group,ADD SYRUP,Stories alay,COLD BAR SECTION,ADD SYRUP,16838.75,470385.92
Group,REPLACE,Stories alay,COLD BAR SECTION,REPLACE,6115.5,203333.34
Division,COLD BAR SECTION,Stories alay,COLD BAR SECTION,REPLACE,57855.25,8867515.08
Group,SOFT DRINKS,Stories alay,GRAB&GO BEVERAGES,SOFT DRINKS,16332,867831.8
Division,GRAB&GO BEVERAGES,Stories alay,GRAB&GO BEVERAGES,SOFT DRINKS,16332,867831.8
Group,COFFEE PASTRY,Stories alay,COFFEE PASTRY,COFFEE PASTRY,4816,1403777.79
Division,COFFEE PASTRY,Stories alay,COFFEE PASTRY,COFFEE PASTRY,4816,1403777.79
Group,CROISSANT,Stories alay,CROISSANT,CROISSANT,2152,447315.32
Division,CROISSANT,Stories alay,CROISSANT,CROISSANT,2152,447315.32
Group,COOKIES,Stories alay,COOKIES,COOKIES,374,112312.31
Division,COOKIES,Stories alay,COOKIES,COOKIES,374,112312.31
Group,FRENCH PASTRY,Stories alay,FRENCH PASTRY,FRENCH PASTRY,2034,617177.18
Division,FRENCH PASTRY,Stories alay,FRENCH PASTRY,FRENCH PASTRY,2034,617177.18
Group,COMBO TOPPINGS,Stories alay,FROZEN YOGHURT,COMBO TOPPINGS,50367,0
Group,TOPPINGS,Stories alay,FROZEN YOGHURT,TOPPINGS,1511.5,99303.3
Group,LUXURY TOPPINGS,Stories alay,FROZEN YOGHURT,LUXURY TOPPINGS,1776,181237.23
Group,FROZEN YOGHURT,Stories alay,FROZEN YOGHURT,FROZEN YOGHURT,15591.45,5099342.95
Division,FROZEN YOGHURT,Stories alay,FROZEN YOGHURT,FROZEN YOGHURT,69245.95,5379883.49
Group,SALADS BAR,Stories alay,SALADS BAR,SALADS BAR,41,29549.55
Division,SALADS BAR,Stories alay,SALADS BAR,SALADS BAR,41,29549.55
Group,SUB SANDWICHES,Stories alay,SANDWICHES,SUB SANDWICHES,3390,705207.21
Division,SANDWICHES,Stories alay,SANDWICHES,SUB SANDWICHES,3390,705207.21
Group,CINNAMONS,Stories alay,CINNAMON ROLLS,CINNAMONS,4042,1232642.65
Division,CINNAMON ROLLS,Stories alay,CINNAMON ROLLS,CINNAMONS,4042,1232642.65
Group,NOT USED,Stories alay,NOT USED,NOT USED,318,67822.82
Division,NOT USED,Stories alay,NOT USED,NOT USED,318,67822.82
Group,ADD ONS,Stories alay,SUBS,ADD ONS,261,31135.14
Division,SUBS,Stories alay,SUBS,ADD ONS,261,31135.14
Group,POP UP BEVERAGE,Stories alay,POP UP BEVERAGE,POP UP BEVERAGE,1,0
