Level,Name,Branch,Division,Group,Qty,Total Amount
Division,POP UP BEVERAGE,Stories alay,POP UP BEVERAGE,POP UP BEVERAGE,1,0
Group,OFFER,Stories alay,OFFER,OFFER,1,390.39
Division,OFFER,Stories alay,OFFER,OFFER,1,390.39
Group,PACKAGED FOOD,Stories alay,GRAB&GO FOOD,PACKAGED FOOD,727,101711.71
Group,SALADS,Stories alay,GRAB&GO FOOD,SALADS,142,64792.79
Group,FRUITS,Stories alay,GRAB&GO FOOD,FRUITS,7,1957.96
Group,PACKAGED DESSERT,Stories alay,GRAB&GO FOOD,PACKAGED DESSERT,159,57576.58
Division,GRAB&GO FOOD,Stories alay,GRAB&GO FOOD,PACKAGED DESSERT,1035,226039.04
Branch,Stories alay,Stories alay,GRAB&GO FOOD,PACKAGED DESSERT,192646.1,26282826.8
Group,BLACK COFFEE,Stories Mansourieh,HOT BAR SECTION,BLACK COFFEE,9141,1705372.37
Group,MIXED HOT BEVERAGE,Stories Mansourieh,HOT BAR SECTION,MIXED HOT BEVERAGE,12894,2937756.76
Group,TEA,Stories Mansourieh,HOT BAR SECTION,TEA,1336,214624.62
Group,BEANS,Stories Mansourieh,HOT BAR SECTION,BEANS,75,41081.08
Division,HOT BAR SECTION,Stories Mansourieh,HOT BAR SECTION,BEANS,23446,4898834.84
Group,MIXED COLD BEVERAGES,Stories Mansourieh,COLD BAR SECTION,MIXED COLD BEVERAGES,18751,4318186.19
Group,BLENDED BRINKS,Stories Mansourieh,COLD BAR SECTION,BLENDED BRINKS,7614,1862591.6
Group,ICE TEA,Stories Mansourieh,COLD BAR SECTION,ICE TEA,934,74390.39
Group,ADD SYRUP,Stories Mansourieh,COLD BAR SECTION,ADD SYRUP,14808,415693.72
Group,REPLACE,Stories Mansourieh,COLD BAR SECTION,REPLACE,9447,342387.39
Division,COLD BAR SECTION,Stories Mansourieh,COLD BAR SECTION,REPLACE,51554,7013249.3
Group,SOFT DRINKS,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,21438.5,1225279.24
Division,GRAB&GO BEVERAGES,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,21438.5,1225279.24
Group,COFFEE PASTRY,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,4184,1098939.95
Division,COFFEE PASTRY,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,4184,1098939.95
Group,CROISSANT,Stories Mansourieh,CROISSANT,CROISSANT,2672,547903.91
Division,CROISSANT,Stories Mansourieh,CROISSANT,CROISSANT,2672,547903.91
Group,COOKIES,Stories Mansourieh,COOKIES,COOKIES,502,151801.8
Division,COOKIES,Stories Mansourieh,COOKIES,COOKIES,502,151801.8
Group,FRENCH PASTRY,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,1619,501768.77
Division,FRENCH PASTRY,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,1619,501768.77
Group,COMBO TOPPINGS,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,65145,0
Group,TOPPINGS,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,2364,163159.76
Group,LUXURY TOPPINGS,Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,3158,327876.87
Group,FROZEN YOGHURT,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,19702.9,6917484.1
Division,FROZEN YOGHURT,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,90369.9,7408520.73
Group,SALADS BAR,Stories Mansourieh,SALADS BAR,SALADS BAR,704,507387.39
Division,SALADS BAR,Stories Mansourieh,SALADS BAR,SALADS BAR,704,507387.39
Group,SUB SANDWICHES,Stories Mansourieh,SANDWICHES,SUB SANDWICHES,7008,1854540.55
Division,SANDWICHES,Stories Mansourieh,SANDWICHES,SUB SANDWICHES,7008,1854540.55
Group,CINNAMONS,Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,3743,1102024.03
Division,CINNAMON ROLLS,Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,3743,1102024.03
Group,NOT USED,Stories Mansourieh,NOT USED,NOT USED,267,64924.93
Division,NOT USED,Stories Mansourieh,NOT USED,NOT USED,267,64924.93
Group,ADD ONS,Stories Mansourieh,SUBS,ADD ONS,402,45807.81
Division,SUBS,Stories Mansourieh,SUBS,ADD ONS,402,45807.81
Group,POP UP BEVERAGE,Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,24,0
Division,POP UP BEVERAGE,Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,24,0
Group,OFFER,Stories Mansourieh,OFFER,OFFER,24,9849.85
Division,OFFER,Stories Mansourieh,OFFER,OFFER,24,9849.85
Group,PACKAGED FOOD,Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,920,132549.55
Group,SALADS,Stories Mansourieh,GRAB&GO FOOD,SALADS,344,154972.97
Group,FRUITS,Stories Mansourieh,GRAB&GO FOOD,FRUITS,70,19579.58
Group,PACKAGED DESSERT,Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,196,69267.27
Division,GRAB&GO FOOD,Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,1530,376369.37
Group,DONUTS,Stories Mansourieh,DONUTS,DONUTS,2,360.36
Division,DONUTS,Stories Mansourieh,DONUTS,DONUTS,2,360.36
Branch,Stories Mansourieh,Stories Mansourieh,DONUTS,DONUTS,209489.4,26807562.82
Group,BLACK COFFEE,Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,4381.5,786843.85
Group,MIXED HOT BEVERAGE,Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,7678,1661477.48
Group,TEA,Stories sin el fil,HOT BAR SECTION,TEA,884,140810.81
Group,BEANS,Stories sin el fil,HOT BAR SECTION,BEANS,12,6606.61
Division,HOT BAR SECTION,Stories sin el fil,HOT BAR SECTION,BEANS,12955.5,2595738.74
Group,MIXED COLD BEVERAGES,Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,5407,1202954.96
Group,BLENDED BRINKS,Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,2307,560174.18
Group,ICE TEA,Stories sin el fil,COLD BAR SECTION,ICE TEA,330,44924.93
Group,ADD SYRUP,Stories sin el fil,COLD BAR SECTION,ADD SYRUP,6657,185183.19
Group,REPLACE,Stories sin el fil,COLD BAR SECTION,REPLACE,4510,134594.6
Division,COLD BAR SECTION,Stories sin el fil,COLD BAR SECTION,REPLACE,19211,2127831.85
Group,SOFT DRINKS,Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,7835,459672.66
Division,GRAB&GO BEVERAGES,Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,7835,459672.66
Group,COFFEE PASTRY,Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,1669,425237.24
Division,COFFEE PASTRY,Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,1669,425237.24
Group,CROISSANT,Stories sin el fil,CROISSANT,CROISSANT,1001,203969.97
Division,CROISSANT,Stories sin el fil,CROISSANT,CROISSANT,1001,203969.97
Group,COOKIES,Stories sin el fil,COOKIES,COOKIES,362,108708.71
Division,COOKIES,Stories sin el fil,COOKIES,COOKIES,362,108708.71
Group,FRENCH PASTRY,Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,541,166006.01
Division,FRENCH PASTRY,Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,541,166006.01
Group,COMBO TOPPINGS,Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,16574,0
Group,TOPPINGS,Stories sin el fil,FROZEN YOGHURT,TOPPINGS,776,52036.04
Group,LUXURY TOPPINGS,Stories sin el fil,FROZEN YOGHURT,LUXURY TOPPINGS,995,101591.59
Group,FROZEN YOGHURT,Stories sin el fil,FROZEN YOGHURT,FROZEN YOGHURT,5286.5,1720324.33
Division,FROZEN YOGHURT,Stories sin el fil,FROZEN YOGHURT,FROZEN YOGHURT,23631.5,1873951.95
Group,SALADS BAR,Stories sin el fil,SALADS BAR,SALADS BAR,611,440360.36
Division,SALADS BAR,Stories sin el fil,SALADS BAR,SALADS BAR,611,440360.36
Group,PLAT DU JOUR,Stories sin el fil,PLAT DE JOUR,PLAT DU JOUR,418,263603.6
Division,PLAT DE JOUR,Stories sin el fil,PLAT DE JOUR,PLAT DU JOUR,418,263603.6
Group,SUB SANDWICHES,Stories sin el fil,SANDWICHES,SUB SANDWICHES,3608,967567.57
Division,SANDWICHES,Stories sin el fil,SANDWICHES,SUB SANDWICHES,3608,967567.57
Group,CINNAMONS,Stories sin el fil,CINNAMON ROLLS,CINNAMONS,1308,358858.86
Division,CINNAMON ROLLS,Stories sin el fil,CINNAMON ROLLS,CINNAMONS,1308,358858.86
Group,NOT USED,Stories sin el fil,NOT USED,NOT USED,10,5675.68
Division,NOT USED,Stories sin el fil,NOT USED,NOT USED,10,5675.68
Group,ADD ONS,Stories sin el fil,SUBS,ADD ONS,387,45783.78
Division,SUBS,Stories sin el fil,SUBS,ADD ONS,387,45783.78
Group,PACKAGED FOOD,Stories sin el fil,GRAB&GO FOOD,PACKAGED FOOD,663,101993.99
Group,FRUITS,Stories sin el fil,GRAB&GO FOOD,FRUITS,177,62720.72
Group,PACKAGED DESSERT,Stories sin el fil,GRAB&GO FOOD,PACKAGED DESSERT,255,90663.66
Division,GRAB&GO FOOD,Stories sin el fil,GRAB&GO FOOD,PACKAGED DESSERT,1095,255378.38
Group,DONUTS,Stories sin el fil,DONUTS,DONUTS,1,180.18
Division,DONUTS,Stories sin el fil,DONUTS,DONUTS,1,180.18
Branch,Stories sin el fil,Stories sin el fil,DONUTS,DONUTS,74644,10298525.55
Group,BLACK COFFEE,Stories amioun,HOT BAR SECTION,BLACK COFFEE,3621,679309.31
Group,MIXED HOT BEVERAGE,Stories amioun,HOT BAR SECTION,MIXED HOT BEVERAGE,8707,1891688.29
Group,TEA,Stories amioun,HOT BAR SECTION,TEA,1316,214582.58
Group,BEANS,Stories amioun,HOT BAR SECTION,BEANS,23,11291.29
Division,HOT BAR SECTION,Stories amioun,HOT BAR SECTION,BEANS,13667,2796871.47
Group,MIXED COLD BEVERAGES,Stories amioun,COLD BAR SECTION,MIXED COLD BEVERAGES,4646,1013456.46
Group,BLENDED BRINKS,Stories amioun,COLD BAR SECTION,BLENDED BRINKS,2808,680885.89
Group,ICE TEA,Stories amioun,COLD BAR SECTION,ICE TEA,125,22492.49
Group,ADD SYRUP,Stories amioun,COLD BAR SECTION,ADD SYRUP,5781,151384.4
Group,REPLACE,Stories amioun,COLD BAR SECTION,REPLACE,3983,84339.34
Division,COLD BAR SECTION,Stories amioun,COLD BAR SECTION,REPLACE,17343,1952558.58
Group,SOFT DRINKS,Stories amioun,GRAB&GO BEVERAGES,SOFT DRINKS,8267,459249.23
Division,GRAB&GO BEVERAGES,Stories amioun,GRAB&GO BEVERAGES,SOFT DRINKS,8267,459249.23
Group,COFFEE PASTRY,Stories amioun,COFFEE PASTRY,COFFEE PASTRY,2123,581888.89
Division,COFFEE PASTRY,Stories amioun,COFFEE PASTRY,COFFEE PASTRY,2123,581888.89
Group,CROISSANT,Stories amioun,CROISSANT,CROISSANT,1376,281756.76
Division,CROISSANT,Stories amioun,CROISSANT,CROISSANT,1376,281756.76
Group,COOKIES,Stories amioun,COOKIES,COOKIES,256,76966.97
Division,COOKIES,Stories amioun,COOKIES,COOKIES,256,76966.97
Group,FRENCH PASTRY,Stories amioun,FRENCH PASTRY,FRENCH PASTRY,943,284804.81
Division,FRENCH PASTRY,Stories amioun,FRENCH PASTRY,FRENCH PASTRY,943,284804.81
Group,COMBO TOPPINGS,Stories amioun,FROZEN YOGHURT,COMBO TOPPINGS,16228,0
Group,TOPPINGS,Stories amioun,FROZEN YOGHURT,TOPPINGS,878,58666.67
Group,LUXURY TOPPINGS,Stories amioun,FROZEN YOGHURT,LUXURY TOPPINGS,654,66714.71
Group,FROZEN YOGHURT,Stories amioun,FROZEN YOGHURT,FROZEN YOGHURT,5451.7,1691213.82
Division,FROZEN YOGHURT,Stories amioun,FROZEN YOGHURT,FROZEN YOGHURT,23211.7,1816595.2
Group,SALADS BAR,Stories amioun,SALADS BAR,SALADS BAR,319,229909.91
Division,SALADS BAR,Stories amioun,SALADS BAR,SALADS BAR,319,229909.91
Group,SUB SANDWICHES,Stories amioun,SANDWICHES,SUB SANDWICHES,2827,767780.78
Division,SANDWICHES,Stories amioun,SANDWICHES,SUB SANDWICHES,2827,767780.78
Group,CINNAMONS,Stories amioun,CINNAMON ROLLS,CINNAMONS,905,238282.28
Division,CINNAMON ROLLS,Stories amioun,CINNAMON ROLLS,CINNAMONS,905,238282.28
Group,NOT USED,Stories amioun,NOT USED,NOT USED,78,14672.67
Division,NOT USED,Stories amioun,NOT USED,NOT USED,78,14672.67
Group,ADD ONS,Stories amioun,SUBS,ADD ONS,138,15723.72
Division,SUBS,Stories amioun,SUBS,ADD ONS,138,15723.72
Group,POP UP BEVERAGE,Stories amioun,POP UP BEVERAGE,POP UP BEVERAGE,2,0
Division,POP UP BEVERAGE,Stories amioun,POP UP BEVERAGE,POP UP BEVERAGE,2,0
Group,OFFER,Stories amioun,OFFER,OFFER,2,780.78
Division,OFFER,Stories amioun,OFFER,OFFER,2,780.78
Group,PACKAGED FOOD,Stories amioun,GRAB&GO FOOD,PACKAGED FOOD,629,91369.37
Group,SALADS,Stories amioun,GRAB&GO FOOD,SALADS,55,24870.87
Group,FRUITS,Stories amioun,GRAB&GO FOOD,FRUITS,51,13543.54
Group,PACKAGED DESSERT,Stories amioun,GRAB&GO FOOD,PACKAGED DESSERT,320,118438.44
Division,GRAB&GO FOOD,Stories amioun,GRAB&GO FOOD,PACKAGED DESSERT,1055,248222.22
Branch,Stories amioun,Stories amioun,GRAB&GO FOOD,PACKAGED DESSERT,72512.7,9766064.29
Group,BLACK COFFEE,Stories raouche,HOT BAR SECTION,BLACK COFFEE,1637,290297.3
Group,MIXED HOT BEVERAGE,Stories raouche,HOT BAR SECTION,MIXED HOT BEVERAGE,5073,1145550.75
Group,TEA,Stories raouche,HOT BAR SECTION,TEA,288,42762.76
Group,BEANS,Stories raouche,HOT BAR SECTION,BEANS,5.5,3063.06
Division,HOT BAR SECTION,Stories raouche,HOT BAR SECTION,BEANS,7003.5,1481673.88
Group,MIXED COLD BEVERAGES,Stories raouche,COLD BAR SECTION,MIXED COLD BEVERAGES,2612,576978.98
Group,BLENDED BRINKS,Stories raouche,COLD BAR SECTION,BLENDED BRINKS,1768,450753.76
Group,ICE TEA,Stories raouche,COLD BAR SECTION,ICE TEA,204,23660.66
Group,ADD SYRUP,Stories raouche,COLD BAR SECTION,ADD SYRUP,4005,104048.05
Group,REPLACE,Stories raouche,COLD BAR SECTION,REPLACE,2473,59555.56
Division,COLD BAR SECTION,Stories raouche,COLD BAR SECTION,REPLACE,11062,1214997.01
Group,SOFT DRINKS,Stories raouche,GRAB&GO BEVERAGES,SOFT DRINKS,2562,141126.12
Division,GRAB&GO BEVERAGES,Stories raouche,GRAB&GO BEVERAGES,SOFT DRINKS,2562,141126.12
Group,COFFEE PASTRY,Stories raouche,COFFEE PASTRY,COFFEE PASTRY,996,249072.07
Division,COFFEE PASTRY,Stories raouche,COFFEE PASTRY,COFFEE PASTRY,996,249072.07
Group,CROISSANT,Stories raouche,CROISSANT,CROISSANT,429,90783.78
Division,CROISSANT,Stories raouche,CROISSANT,CROISSANT,429,90783.78
Group,COOKIES,Stories raouche,COOKIES,COOKIES,127,38588.59
Division,COOKIES,Stories raouche,COOKIES,COOKIES,127,38588.59
Group,FRENCH PASTRY,Stories raouche,FRENCH PASTRY,FRENCH PASTRY,280,86069.07
Division,FRENCH PASTRY,Stories raouche,FRENCH PASTRY,FRENCH PASTRY,280,86069.07
Group,COMBO TOPPINGS,Stories raouche,FROZEN YOGHURT,COMBO TOPPINGS,9003,0
Group,TOPPINGS,Stories raouche,FROZEN YOGHURT,TOPPINGS,369,25502.7
Group,LUXURY TOPPINGS,Stories raouche,FROZEN YOGHURT,LUXURY TOPPINGS,404,42870.87
Group,FROZEN YOGHURT,Stories raouche,FROZEN YOGHURT,FROZEN YOGHURT,3122.275,838329.43
Division,FROZEN YOGHURT,Stories raouche,FROZEN YOGHURT,FROZEN YOGHURT,12898.275,906703
Group,CINNAMONS,Stories raouche,CINNAMON ROLLS,CINNAMONS,875,214150.15
Division,CINNAMON ROLLS,Stories raouche,CINNAMON ROLLS,CINNAMONS,875,214150.15
Group,NOT USED,Stories raouche,NOT USED,NOT USED,3,1261.26
Division,NOT USED,Stories raouche,NOT USED,NOT USED,3,1261.26
Group,POP UP BEVERAGE,Stories raouche,POP UP BEVERAGE,POP UP BEVERAGE,16,0
Division,POP UP BEVERAGE,Stories raouche,POP UP BEVERAGE,POP UP BEVERAGE,16,0
Group,OFFER,Stories raouche,OFFER,OFFER,16,6246.25
Division,OFFER,Stories raouche,OFFER,OFFER,16,6246.25
Group,PACKAGED FOOD,Stories raouche,GRAB&GO FOOD,PACKAGED FOOD,182,23111.11
Group,SALADS,Stories raouche,GRAB&GO FOOD,SALADS,115,52126.13
Group,PACKAGED DESSERT,Stories raouche,GRAB&GO FOOD,PACKAGED DESSERT,138,50288.29
Division,GRAB&GO FOOD,Stories raouche,GRAB&GO FOOD,PACKAGED DESSERT,435,125525.53
Branch,Stories raouche,Stories raouche,GRAB&GO FOOD,PACKAGED DESSERT,36702.78,4556196.71
Group,BLACK COFFEE,Stories kaslik,HOT BAR SECTION,BLACK COFFEE,1114,204879.88
Group,MIXED HOT BEVERAGE,Stories kaslik,HOT BAR SECTION,MIXED HOT BEVERAGE,2226,498132.73
Group,TEA,Stories kaslik,HOT BAR SECTION,TEA,237,38294.29
Group,BEANS,Stories kaslik,HOT BAR SECTION,BEANS,8,3963.96
Division,HOT BAR SECTION,Stories kaslik,HOT BAR SECTION,BEANS,3585,745270.87
Group,MIXED COLD BEVERAGES,Stories kaslik,COLD BAR SECTION,MIXED COLD BEVERAGES,1865,408411.41
Group,BLENDED BRINKS,Stories kaslik,COLD BAR SECTION,BLENDED BRINKS,702,165927.93
Group,ICE TEA,Stories kaslik,COLD BAR SECTION,ICE TEA,59,7147.15
Group,ADD SYRUP,Stories kaslik,COLD BAR SECTION,ADD SYRUP,1939,48603.61
Group,REPLACE,Stories kaslik,COLD BAR SECTION,REPLACE,1462,44051.05
Division,COLD BAR SECTION,Stories kaslik,COLD BAR SECTION,REPLACE,6027,674141.15
Group,SOFT DRINKS,Stories kaslik,GRAB&GO BEVERAGES,SOFT DRINKS,2117,112606.6
Division,GRAB&GO BEVERAGES,Stories kaslik,GRAB&GO BEVERAGES,SOFT DRINKS,2117,112606.6
Group,COFFEE PASTRY,Stories kaslik,COFFEE PASTRY,COFFEE PASTRY,566,143438.44
Division,COFFEE PASTRY,Stories kaslik,COFFEE PASTRY,COFFEE PASTRY,566,143438.44
Group,CROISSANT,Stories kaslik,CROISSANT,CROISSANT,449,92615.62
Division,CROISSANT,Stories kaslik,CROISSANT,CROISSANT,449,92615.62
Group,COOKIES,Stories kaslik,COOKIES,COOKIES,83,24984.98
Division,COOKIES,Stories kaslik,COOKIES,COOKIES,83,24984.98
Group,FRENCH PASTRY,Stories kaslik,FRENCH PASTRY,FRENCH PASTRY,185,55942.94
Division,FRENCH PASTRY,Stories kaslik,FRENCH PASTRY,FRENCH PASTRY,185,55942.94
Group,COMBO TOPPINGS,Stories kaslik,FROZEN YOGHURT,COMBO TOPPINGS,5611,0
Group,TOPPINGS,Stories kaslik,FROZEN YOGHURT,TOPPINGS,206,14204.2
Group,LUXURY TOPPINGS,Stories kaslik,FROZEN YOGHURT,LUXURY TOPPINGS,318,32648.65
Group,FROZEN YOGHURT,Stories kaslik,FROZEN YOGHURT,FROZEN YOGHURT,1712.5,577378.98
Division,FROZEN YOGHURT,Stories kaslik,FROZEN YOGHURT,FROZEN YOGHURT,7847.5,624231.83
Group,SUB SANDWICHES,Stories kaslik,SANDWICHES,SUB SANDWICHES,687,167339.34
Division,SANDWICHES,Stories kaslik,SANDWICHES,SUB SANDWICHES,687,167339.34
Group,CINNAMONS,Stories kaslik,CINNAMON ROLLS,CINNAMONS,327,84534.53
Division,CINNAMON ROLLS,Stories kaslik,CINNAMON ROLLS,CINNAMONS,327,84534.53
Group,NOT USED,Stories kaslik,NOT USED,NOT USED,2,204.2
Division,NOT USED,Stories kaslik,NOT USED,NOT USED,2,204.2
Group,ADD ONS,Stories kaslik,SUBS,ADD ONS,51,5579.58
Division,SUBS,Stories kaslik,SUBS,ADD ONS,51,5579.58
Group,POP UP BEVERAGE,Stories kaslik,POP UP BEVERAGE,POP UP BEVERAGE,0,0
Division,POP UP BEVERAGE,Stories kaslik,POP UP BEVERAGE,POP UP BEVERAGE,0,0
Group,OFFER,Stories kaslik,OFFER,OFFER,0,0
Division,OFFER,Stories kaslik,OFFER,OFFER,0,0
Group,PACKAGED FOOD,Stories kaslik,GRAB&GO FOOD,PACKAGED FOOD,188,29531.53
Group,SALADS,Stories kaslik,GRAB&GO FOOD,SALADS,50,22786.79
Group,FRUITS,Stories kaslik,GRAB&GO FOOD,FRUITS,21,6570.57
Group,PACKAGED DESSERT,Stories kaslik,GRAB&GO FOOD,PACKAGED DESSERT,83,30774.77
Division,GRAB&GO FOOD,Stories kaslik,GRAB&GO FOOD,PACKAGED DESSERT,342,89663.66
Branch,Stories kaslik,Stories kaslik,GRAB&GO FOOD,PACKAGED DESSERT,22268.5,2820553.76
